date,price,return
0,1.0,0.0
1,1.000331783686716,0.0003317836867161373
2,0.9999717762027391,-0.00035988807898319124
3,1.001608891020057,0.0016371610242185697
4,1.0012567025375536,-0.00035162275980244584
5,1.0012393411069627,-1.7339639821486314e-05
6,1.0032112539196292,0.0019694719651012155
7,1.005116672946172,0.001899319828299591
8,1.0064085142744863,0.0012852650474175537
9,1.0111015207293579,0.004663122766061669
10,1.0104175816275176,-0.000676429703465237
11,1.0012990463768,-0.00902452156070977
12,1.004443957851206,0.0031408313887704665
13,1.0039807356191408,-0.00046117279958183947
14,1.0115439889092042,0.0075332653523468565
15,1.0120820458770727,0.0005319165293531396
16,1.007914879525651,-0.004117419500126044
17,1.0118743815099853,0.00392840909958372
18,1.014781872491005,0.0028733714719417556
19,1.0172328591144395,0.002415284200355326
20,1.018057863021586,0.0008110275830694379
21,1.0190767607606883,0.0010008249787279767
22,1.0075453454286478,-0.011315551267632482
23,1.0109182710339253,0.0033476663066142093
24,1.0040840986239172,-0.006760360956794542
25,1.001822233242034,-0.0022526652747346184
26,1.004038688205533,0.002212423412012233
27,1.0139591946604352,0.00988060178500949
28,1.0164464950756227,0.002453057705167811
29,1.0218701864223925,0.005335933935574621
30,1.0244885192531297,0.002562294962243704
31,1.023785303707521,-0.0006864064676110837
32,1.0151338103871481,-0.00845049571335179
33,1.0175125487212608,0.0023432756448190993
34,1.011099675910779,-0.006302499972644933
35,0.9985326660417208,-0.012429051426347475
36,0.9995205580821894,0.0009893437381321927
37,0.9808421406027343,-0.01868737699131866
38,0.9806844946931074,-0.0001607250576837127
39,0.9819743406586989,0.001315250697417506
40,0.97275196261028,-0.009391669075826028
41,0.974219936363978,0.0015090935923262156
42,0.9808127122599298,0.006767235661957074
43,0.9793346194710557,-0.0015070081886157307
44,0.9848604024678184,0.0056423850305088565
45,0.9746599893051996,-0.01035721726354208
46,0.9876941262014789,0.01337300908963223
47,1.0037008492001451,0.016206153883111408
48,0.9921801856787756,-0.011478184491475094
49,0.992072069128884,-0.00010896866461573951
50,0.9777490535741006,-0.014437474857406382
51,0.989514188623546,0.012032877972562347
52,0.9876952233679287,-0.001838240700871126
53,0.9882138932409809,0.0005251314988479863
54,0.9791441501370612,-0.009177914989814805
55,0.9768399492433741,-0.002353280559726209
56,0.9832949675227203,0.006608061314799924
57,0.9866899938470015,0.003452703854301808
58,0.9806251214706352,-0.006146684788724848
59,0.9838720816987058,0.0033111126331346373
60,0.9839235644185417,5.232663960440365e-05
61,0.9815945608081149,-0.0023670574571542807
62,0.9803456084327816,-0.0012723709209483817
63,0.9862074017385615,0.005979313066083718
64,0.9820944481197831,-0.004170475309278525
